State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Measure Type,Rate Definition,FFY,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,Source,State Specific Comments,Rate Used in Calculating State Mean and Median
Arkansas,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 11,2019,Medicaid & CHIP,Administrative,71.8,39,72.8,67.9,79.1,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rates include FFS and PCCM populations. Rates were audited by the state's data contractor.,Yes
Arkansas,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 12 to 18,2019,Medicaid & CHIP,Administrative,64.3,39,64.6,59.9,68.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rates include FFS and PCCM populations. Rates were audited by the state's data contractor.,Yes
Arkansas,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 18,2019,Medicaid & CHIP,Administrative,68.7,40,69.4,65.6,74,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rates include FFS and PCCM populations. Rates were audited by the state's data contractor.,Yes
Arkansas,Dental and Oral Health Services,Child Core Set,Dental Sealants for 6-9 Year-Old Children at Elevated Caries Risk,SEAL-CH,Higher rates are better for this measure,Percentage at Elevated Risk of Dental Caries (Moderate or High Risk) who Received a Sealant on a Permanent First Molar Tooth: Ages 6 to 9,2019,Medicaid & CHIP,Administrative,16.6,35,22.7,19.1,25.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rate includes FFS and PCCM populations. Rate was audited by the state's data contractor.,Yes
Arkansas,Dental and Oral Health Services,Child Core Set,Percentage of Eligibles Who Received Preventive Dental Services: Ages 1 to 20,PDENT-CH,Higher rates are better for this measure,Percentage Enrolled in Medicaid or Medicaid Expansion CHIP Programs for at least 90 Continuous Days with at Least 1 Preventive Dental Service: Ages 1 to 20,2019,Medicaid only,Administrative,48.9,51,49.1,44.1,52.1,,"Mathematica analysis of FFY 2019 Form CMS-416 reports (annual EPSDT report), Lines 1b and 12b as of July 1, 2020.",None,Yes
Arkansas,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 15 to 20,2019,Medicaid & CHIP,Administrative,1.2,32,4.1,2.4,7.4,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rates include FFS and PCCM populations. Rates were audited by the state's data contractor.,Yes
Arkansas,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 15 to 20,2019,Medicaid & CHIP,Administrative,19.6,32,41.8,31.7,47.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rates include FFS and PCCM populations. Rates were audited by the state's data contractor.,Yes
Arkansas,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 15 to 20,2019,Medicaid & CHIP,Administrative,0.1,32,2,0.8,4,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rates include FFS and PCCM populations. Rates were audited by the state's data contractor.,Yes
Arkansas,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 15 to 20,2019,Medicaid & CHIP,Administrative,4.8,32,15.8,11.5,19.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rates include FFS and PCCM populations. Rates were audited by the state's data contractor.,Yes
Arkansas,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,Lower rates are better for this measure,"Percentage of Live Births that Weighed Less Than 2,500 Grams",2019,Medicaid only,Administrative,10.4,51,9.5,10.7,8.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020 as well as the Centers for Disease Control and Prevention Wide-ranging ONline Data for Epidemiologic Research (CDC WONDER) data.",CMS calculated rate using CDC WONDER data.,Yes
Arkansas,Primary Care Access and Preventive Care,Child Core Set,Adolescent Well-Care Visits: Ages 12 to 21,AWC-CH,Higher rates are better for this measure,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or Obstetrician/Gynecologist: Ages 12 to 21,2019,Medicaid & CHIP,Administrative,39.6,49,50.6,41.7,56.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes FFS, PCCM, and MCO populations (2 MCOs) ages 12 to 20. Rate was audited by the state's data contractor.",Yes
Arkansas,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months to 19 Years,CAP-CH,Higher rates are better for this measure,Percentage with a PCP Visit in the Past Year: Ages 12 to 24 Months,2019,Medicaid & CHIP,Administrative,94.8,47,95.5,94.4,96.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include FFS, PCCM, and MCO populations (2 MCOs). Rates include visits with a PCP and do not exclude specialist visits. Rates were audited by the state's data contractor.",Yes
Arkansas,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months to 19 Years,CAP-CH,Higher rates are better for this measure,Percentage with a PCP Visit in the Past Year: Ages 25 Months to 6 Years,2019,Medicaid & CHIP,Administrative,88.0,47,87.7,85.7,90.1,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include FFS, PCCM, and MCO populations (2 MCOs). Rates include visits with a PCP and do not exclude specialist visits. Rates were audited by the state's data contractor.",Yes
Arkansas,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months to 19 Years,CAP-CH,Higher rates are better for this measure,Percentage with a PCP Visit in the Past Two Years: Ages 7 to 11 Years,2019,Medicaid & CHIP,Administrative,90.6,47,91.1,89.1,93.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include FFS, PCCM, and MCO populations (2 MCOs). Rates include visits with a PCP and do not exclude specialist visits. Rates were audited by the state's data contractor.",Yes
Arkansas,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months to 19 Years,CAP-CH,Higher rates are better for this measure,Percentage with a PCP Visit in the Past Two Years: Ages 12 to 19 Years,2019,Medicaid & CHIP,Administrative,90.0,47,90.3,88.2,92.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include FFS, PCCM, and MCO populations (2 MCOs). Rates include visits with a PCP and do not exclude specialist visits. Rates were audited by the state's data contractor.",Yes
Arkansas,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women Ages 16 to 20,CHL-CH,Higher rates are better for this measure,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16 to 20,2019,Medicaid & CHIP,Administrative,47.3,47,49.9,44.7,58.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes FFS, PCCM, and MCO populations (2 MCOs). State applied optional exclusions. Rate was audited by the state's data contractor.",Yes
Arkansas,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Higher rates are better for this measure,Percentage who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2019,Medicaid & CHIP,Administrative,50.3,48,64,57.3,69.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rate includes FFS and PCCM populations. Rate includes newborn care CPT codes 99460 and 99463. Rate was audited by the state's data contractor.,Yes
Arkansas,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life",W34-CH,Higher rates are better for this measure,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3 to 6,2019,Medicaid & CHIP,Administrative,61.4,49,69,61.8,74.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes FFS, PCCM, and MCO populations (2 MCOs). Rate was audited by the state's data contractor.",Yes
California,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6 to 17,FUH-CH,Higher rates are better for this measure,Percentage of Hospitalizations for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days after Discharge: Ages 6 to 17,2019,Medicaid & CHIP,Administrative,71.2,44,41.9,35,58.8,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rates include FFS and managed care populations (25 MCOs).,Yes
California,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6 to 17,FUH-CH,Higher rates are better for this measure,Percentage of Hospitalizations for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days after Discharge: Ages 6 to 17,2019,Medicaid & CHIP,Administrative,83.7,44,66.3,58.6,79.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rates include FFS and managed care populations (25 MCOs).,Yes
California,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12,ADD-CH,Higher rates are better for this measure,Percentage Newly Prescribed ADHD Medication with 1 Follow-Up Visit During the 30-Day Initiation Phase: Ages 6 to 12,2019,Medicaid & CHIP,Administrative,45.6,40,48.6,41.9,55.8,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rates include FFS and managed care populations (25 MCOs). Rates were validated by the state's EQRO.,Yes
California,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12,ADD-CH,Higher rates are better for this measure,Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits in the 9 Months Following the Initiation Phase: Ages 6 to 12,2019,Medicaid & CHIP,Administrative,56.0,40,58.6,52,67.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rates include FFS and managed care populations (25 MCOs). Rates were validated by the state's EQRO.,Yes
