State Abbreviation,State Name,Report Date,State Expanded Medicaid,Preliminary_Updated,Final_Report,New Applications Submitted to Medicaid and CHIP Agencies,New Applications Submitted to Medicaid and CHIP Agencies – footnotes,Applications for Financial Assistance Submitted to the State Based Marketplace,Applications for Financial Assistance Submitted to the State Based Marketplace – footnotes,Total Applications for Financial Assistance Submitted at State Level,Total Applications for Financial Assistance Submitted at State Level – footnotes,Individuals Determined Eligible for Medicaid at Application,Individuals Determined Eligible for Medicaid at Application - footnotes,Individuals Determined Eligible for CHIP at Application,Individuals Determined Eligible for CHIP at Application - footnotes,Total Medicaid and CHIP Determinations,Total Medicaid and CHIP Determinations - Footnotes,Medicaid and CHIP Child Enrollment,Medicaid and CHIP Child Enrollment - footnotes,Total Medicaid and CHIP Enrollment,Total Medicaid and CHIP Enrollment - footnotes,Latitude,Longitude,New Georeferenced Column,Total Medicaid Enrollment ,Total Medicaid Enrollment - footnotes,Total CHIP Enrollment,Total CHIP Enrollment - footnotes
AZ,Arizona,09/01/2018,Y,U,Y,100637,,N/A,,100637,,,,,,,,,,1697061,,14.2417,-170.7197,"(14.2417, -170.7197)",1592142,,104919,
NV,Nevada,06/01/2020,Y,P,N,14953,Includes Renewals and/or Redeterminations,N/A,,14953,Includes Renewals and/or Redeterminations,8193,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",23,,8216,,313466,,685073,,40.314,-74.5089,"(40.314, -74.5089)",644995,,40078,
VT,Vermont,03/01/2019,Y,U,Y,2776,,1596,,4372,Includes Renewals and/or Redeterminations,5671,Includes Renewals and/or Redeterminations,169,,5840,,62630,,156965,,31.106,-97.6475,"(31.106, -97.6475)",152289,,4676,
MT,Montana,09/01/2013,Y,U,Y,,,,,,,,,,,,,,,148974,,14.8058,145.5505,"(14.8058, 145.5505)",,,,
IA,Iowa,10/01/2018,Y,P,N,15709,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,N/A,,15709,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,1487,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,1487,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,336772,,670980,,21.1098,-157.5311,"(21.1098, -157.5311)",598693,,72287,
MS,Mississippi,02/01/2018,N,P,N,16452,,N/A,,16452,,10119,,378,,10497,,443554,,657928,,38.4623,-92.302,"(38.4623, -92.302)",579863,,78065,
LA,Louisiana,03/01/2018,Y,P,Y,23332,,N/A,,23332,,33847,,2425,,36272,,735541,,1460587,,37.669,-84.6514,"(37.669, -84.6514)",1335024,,125563,
PA,Pennsylvania,06/01/2018,Y,P,N,65991,Includes Renewals and/or Redeterminations,N/A,,65991,Includes Renewals and/or Redeterminations,37527,"Includes Renewals and/or Redeterminations; Count is of Households, Not Individuals",8969,"Count is of Households, Not Individuals",46496,"Includes Renewals and/or Redeterminations; Count is of Households, Not Individuals",1397805,,2970051,,35.5376,-96.9247,"(35.5376, -96.9247)",2791696,,178355,
OH,Ohio,08/01/2019,Y,P,N,72406,Includes Renewals and/or Redeterminations,N/A,,72406,Includes Renewals and/or Redeterminations,59085,Includes CHIP; Includes Renewals and/or Redeterminations,3343,,62428,Includes Renewals and/or Redeterminations,1171105,,2635260,,38.4199,-117.1219,"(38.4199, -117.1219)",2438662,,196598,
DC,District of Columbia,06/01/2018,Y,P,N,1552,Includes SBM data,1732,,3284,Includes Renewals and/or Redeterminations,3269,Includes Renewals and/or Redeterminations; Includes CHIP,,,3269,,,,255093,,41.5834,-72.7622,"(41.5834, -72.7622)",239671,,15422,
MS,Mississippi,07/01/2018,N,P,N,18192,,N/A,,18192,,10510,,460,,10970,,427652,,638956,,38.4623,-92.302,"(38.4623, -92.302)",563385,,75571,
NY,New York,10/01/2018,Y,P,N,,,975323,,975323,,109654,,8127,,117781,,2455040,Includes Retroactive Enrollments,6143622,Includes Retroactive Enrollments,34.8375,-106.2371,"(34.8375, -106.2371)",5584889,Includes Retroactive Enrollments,558733,
NV,Nevada,12/01/2018,Y,P,N,24102,Includes Renewals and/or Redeterminations,N/A,,24102,Includes Renewals and/or Redeterminations,11975,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",62,,12037,,303343,,636208,,40.314,-74.5089,"(40.314, -74.5089)",594525,,41683,
IL,Illinois,05/01/2020,Y,P,N,70855,,N/A,,70855,,,,,,,,1368005,,2961326,,44.2394,-114.5103,"(44.2394, -114.5103)",2676887,,284439,
ID,Idaho,06/01/2018,Y,U,Y,7259,,,,7259,,6458,,525,,6983,,196088,,273002,,42.0046,-93.214,"(42.0046, -93.214)",248502,,24500,
NC,North Carolina,09/01/2017,N,P,N,21052,,N/A,,21052,,33459,,3375,,36834,,1189408,,1782959,,32.7673,-89.6812,"(32.7673, -89.6812)",1554351,,228608,
CT,Connecticut,07/01/2019,Y,P,N,5634,,12194,,17828,,15779,,427,,16206,,335331,,857415,,39.0646,-105.3272,"(39.0646, -105.3272)",837367,,20048,
OH,Ohio,02/01/2018,Y,P,N,61456,Includes Renewals and/or Redeterminations,N/A,,61456,Includes Renewals and/or Redeterminations,42590,Includes CHIP; Includes Renewals and/or Redeterminations,2579,,45169,Includes Renewals and/or Redeterminations,1217348,,2796018,,38.4199,-117.1219,"(38.4199, -117.1219)",2578480,,217538,
WA,Washington,03/01/2018,Y,U,Y,20304,,70983,,91287,,40514,,1576,,42090,,839396,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),1765942,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,"(40.1135, -111.8535)",1701697,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),64245,
AZ,Arizona,02/01/2018,Y,P,N,,,N/A,,,,,,,,,,,,1673728,,14.2417,-170.7197,"(14.2417, -170.7197)",1579801,,93927,
OH,Ohio,06/01/2017,Y,U,Y,52859,Includes Renewals and/or Redeterminations,N/A,,52859,Includes Renewals and/or Redeterminations,45289,Includes CHIP; Includes Renewals and/or Redeterminations,2796,,48085,Includes Renewals and/or Redeterminations,1257365,,2910222,,38.4199,-117.1219,"(38.4199, -117.1219)",2697294,,212928,
AR,Arkansas,08/01/2017,Y,P,Y,,,N/A,,,,,,,,,,382155,,859319,,34.9513,-92.3809,"(34.9513, -92.3809)",827909,,31410,
NJ,New Jersey,02/01/2020,Y,P,N,41499,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,41499,Does Not Include All Non-MAGI Applications,19526,Does Not Include All Non-MAGI Determinations Made At Application; Does Not Include All MAGI Determinations Made At Application; Does Not Include All Medicaid Determinations Made At Application,9297,,28823,Does Not Include All Non-MAGI Determinations Made At Application; Does Not Include All MAGI Determinations Made At Application; Does Not Include All Medicaid Determinations Made At Application,795435,,1668035,,41.1289,-98.2883,"(41.1289, -98.2883)",1438855,,229180,
GA,Georgia,03/01/2020,N,P,N,51442,,N/A,,51442,,27234,,940,,28174,,1238202,,1790732,,27.8333,-81.717,"(27.8333, -81.717)",1581385,,209347,
WI,Wisconsin,12/01/2019,N,P,N,22852,Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,22852,Does Not Include All Applications for Limited-Benefit Programs,20690,"Count is of Households, Not Individuals",2003,,22693,,499635,,1034978,,37.768,-78.2057,"(37.768, -78.2057)",966194,,68784,
DC,District of Columbia,12/01/2019,Y,U,Y,3814,Includes SBM data,3117,,6931,Includes Renewals and/or Redeterminations,3775,Includes Renewals and/or Redeterminations; Includes CHIP,,,3775,,,,253355,,41.5834,-72.7622,"(41.5834, -72.7622)",235834,,17521,
FL,Florida,09/01/2018,N,U,Y,259678,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,259678,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs,168252,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,19725,,187977,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,2495011,,3724654,,39.3498,-75.5148,"(39.3498, -75.5148)",3499699,,224955,
MO,Missouri,05/01/2020,N,P,N,12856,Includes  Renewals and/or Redeterminations,N/A,,12856,Includes  Renewals and/or Redeterminations,7468,"Includes Renewals and/or Redeterminations; Count is of households, not individuals; Includes CHIP",475,Includes Renewals and/or Redeterminations,7943,"Includes Renewals and/or Redeterminations; Count is of households, not individuals",564796,,906761,,45.7326,-93.9196,"(45.7326, -93.9196)",866338,,40423,
MT,Montana,10/01/2019,Y,P,N,4466,,N/A,,4466,,5091,,490,,5581,,121369,,263794,,14.8058,145.5505,"(14.8058, 145.5505)",235720,,28074,
MT,Montana,07/01/2019,Y,P,N,4218,,N/A,,4218,,4233,,385,,4618,,123376,,267874,,14.8058,145.5505,"(14.8058, 145.5505)",239228,,28646,
AL,Alabama,11/01/2017,N,U,Y,17690,,N/A,,17690,,25298,,3781,,29079,,637149,,899350,,32.799,-86.8073,"(32.799, -86.8073)",726686,,172664,
ME,Maine,08/01/2018,Y,U,Y,5521,,N/A,,5521,,10925,,668,,11593,,109569,,228031,,39.0724,-76.7902,"(39.0724, -76.7902)",217804,,10227,
NJ,New Jersey,12/01/2017,Y,U,Y,33269,,N/A,,33269,,14894,Does Not Include All Medicaid Determinations Made At Application,5853,Does Not Include All CHIP Determinations Made At Application,20747,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,842187,,1779163,,41.1289,-98.2883,"(41.1289, -98.2883)",1574029,,205134,
ME,Maine,11/01/2018,Y,P,N,5110,,N/A,,5110,,9913,,785,,10698,,108491,,225984,,39.0724,-76.7902,"(39.0724, -76.7902)",215546,,10438,
IN,Indiana,04/01/2018,Y,U,Y,85051,,N/A,,85051,,40020,,3679,,43699,,810212,,1459792,,40.3363,-89.0022,"(40.3363, -89.0022)",1349705,,110087,
TX,Texas,05/01/2019,N,P,N,87683,,N/A,,87683,,89918,,13154,,103072,,3256883,,4142606,,33.8191,-80.9066,"(33.8191, -80.9066)",3538678,,603928,
MN,Minnesota,01/01/2018,Y,P,N,4600,,31777,,36377,,26336,,59,,26395,,523457,,1060455,,43.3504,-84.5603,"(43.3504, -84.5603)",1059166,,1289,
CT,Connecticut,01/01/2020,Y,U,Y,6043,,16312,,22355,,20333,,514,,20847,,332514,,847119,,39.0646,-105.3272,"(39.0646, -105.3272)",826738,,20381,
CA,California,11/01/2019,Y,P,N,188768,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,188768,,141422,Does Not Include All Medicaid Determinations Made At Application,11249,Does Not Include All CHIP Determinations Made At Application,152671,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,4810691,,11548401,,33.7712,-111.3877,"(33.7712, -111.3877)",10243773,,1304628,
NH,New Hampshire,11/01/2019,Y,U,Y,6591,,N/A,,6591,,5121,,677,,5798,,89475,,180333,,47.5362,-99.793,"(47.5362, -99.793)",164859,,15474,
NM,New Mexico,11/01/2018,Y,P,N,11781,,N/A,,11781,,19389,,1483,,20872,,330568,Includes Limited-Benefit Enrollees,727516,Includes Limited-Benefit Enrollees,43.4108,-71.5653,"(43.4108, -71.5653)",690720,Includes Limited-Benefit Enrollees,36796,
MS,Mississippi,09/01/2018,N,U,Y,17560,,N/A,,17560,,11760,,546,,12306,,423539,,624659,,38.4623,-92.302,"(38.4623, -92.302)",548359,,76300,
WY,Wyoming,06/01/2018,N,P,N,1288,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,1288,Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,620,,35,,655,,38840,,58173,,44.0407,-72.7093,"(44.0407, -72.7093)",53702,,4471,
KS,Kansas,05/01/2019,N,P,N,,,N/A,,,,,,,,,,259128,,371887,,39.8647,-86.2604,"(39.8647, -86.2604)",316672,,55215,
ND,North Dakota,01/01/2019,Y,P,N,2187,,N/A,,2187,,2198,,64,,2262,,43113,,91060,,46.9048,-110.3261,"(46.9048, -110.3261)",88885,,2175,
WI,Wisconsin,08/01/2018,N,P,N,25822,Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,25822,Does Not Include All Applications for Limited-Benefit Programs,19106,"Count is of Households, Not Individuals",1131,,20237,,485930,,1032565,,37.768,-78.2057,"(37.768, -78.2057)",963580,,68985,
MO,Missouri,07/01/2017,N,P,N,18407,,N/A,,18407,,8542,"Includes Renewals and/or Redeterminations; Count is of households, not individuals; Includes CHIP",,,8542,"Includes Renewals and/or Redeterminations; Count is of households, not individuals",625497,,967477,,45.7326,-93.9196,"(45.7326, -93.9196)",938952,,28525,
ID,Idaho,02/01/2019,Y,P,N,7458,,,,7458,,5784,,564,,6348,,191731,,268417,,42.0046,-93.214,"(42.0046, -93.214)",241990,,26427,
AR,Arkansas,08/01/2018,Y,P,N,21955,,N/A,,21955,,11615,,392,,12007,,383842,,835537,,34.9513,-92.3809,"(34.9513, -92.3809)",804402,,31135,
WY,Wyoming,06/01/2018,N,U,Y,1392,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,1392,Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,620,,35,,655,,39641,,59331,,44.0407,-72.7093,"(44.0407, -72.7093)",54860,,4471,
KS,Kansas,10/01/2019,N,U,Y,,,N/A,,,,,,,,,,260439,,375504,,39.8647,-86.2604,"(39.8647, -86.2604)",318223,,57281,
DC,District of Columbia,08/01/2018,Y,U,Y,2655,Includes SBM data,996,,3651,Includes Renewals and/or Redeterminations,3868,Includes Renewals and/or Redeterminations; Includes CHIP,,,3868,,,,254167,,41.5834,-72.7622,"(41.5834, -72.7622)",238406,,15761,
IN,Indiana,04/01/2020,Y,U,Y,76583,,N/A,,76583,,40239,,2398,,42637,,833256,,1561429,,40.3363,-89.0022,"(40.3363, -89.0022)",1441454,,119975,
NJ,New Jersey,03/01/2019,Y,P,N,41430,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,41430,Does Not Include All Non-MAGI Applications,18351,Does Not Include All Non-MAGI Determinations Made At Application; Does Not Include All MAGI Determinations Made At Application,7733,,26084,Does Not Include All Non-MAGI Determinations Made At Application; Does Not Include All MAGI Determinations Made At Application; Does Not Include All Medicaid Determinations Made At Application,806270,,1693028,,41.1289,-98.2883,"(41.1289, -98.2883)",1480267,,212761,
NY,New York,04/01/2019,Y,U,Y,,,762419,,762419,,116785,,8261,,125046,,2436309,,6113738,,34.8375,-106.2371,"(34.8375, -106.2371)",5532168,,581570,
DE,Delaware,12/01/2017,Y,P,N,,,N/A,,,,,,,,,,106852,,232315,,38.8964,-77.0262,"(38.8964, -77.0262)",220844,,11471,
GA,Georgia,07/01/2019,N,U,Y,47828,,N/A,,47828,,24102,,731,,24833,,1270146,,1848553,,27.8333,-81.717,"(27.8333, -81.717)",1638216,,210337,
TN,Tennessee,05/01/2018,N,P,N,566,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,N/A,,566,Does Not Include All Medicaid Applications,,Does Not Include All Medicaid Determinations Made At Application,451,,451,Does Not Include All Medicaid Determinations Made At Application,,,1487062,,41.6772,-71.5101,"(41.6772, -71.5101)",1411941,,75121,
MT,Montana,06/01/2018,Y,P,N,3014,,N/A,,3014,,3124,,203,,3327,,129000,,278950,,14.8058,145.5505,"(14.8058, 145.5505)",253662,,25288,
ID,Idaho,04/01/2020,Y,P,N,10290,,,,10290,,14019,,673,,14692,,178988,,331199,,42.0046,-93.214,"(42.0046, -93.214)",303868,,27331,
NH,New Hampshire,03/01/2018,Y,U,Y,8661,,N/A,,8661,,5367,,511,,5878,,92583,,187515,,47.5362,-99.793,"(47.5362, -99.793)",173028,,14487,
NE,Nebraska,07/01/2017,N,P,N,5877,,N/A,,5877,,5827,,671,,6498,,158283,,238855,,35.6411,-79.8431,"(35.6411, -79.8431)",207274,,31581,
SC,South Carolina,08/01/2018,N,P,N,27016,,N/A,,27016,,8424,Does Not Include All Medicaid Determinations Made At Application,227,Does Not Include All CHIP Determinations Made At Application,8651,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,638063,,1014760,,40.5773,-77.264,"(40.5773, -77.264)",928966,,85794,
MI,Michigan,06/01/2017,Y,P,N,45276,,N/A,,45276,,45597,Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations,1179,,46776,,946477,Does Not Include All Full-Benefit Child Medicaid enrollees,2352671,Does Not Include All Full-Benefit Medicaid enrollees,44.6074,-69.3977,"(44.6074, -69.3977)",2298261,Does Not Include All Full-Benefit Medicaid enrollees,54410,
MA,Massachusetts,01/01/2019,Y,P,N,19372,,3549,,22921,,,,,,,,652393,,1531871,,31.1801,-91.8749,"(31.1801, -91.8749)",1355197,,176674,
AL,Alabama,01/01/2019,N,P,N,20505,,N/A,,20505,,14957,,2510,,17467,,635384,,899349,,32.799,-86.8073,"(32.799, -86.8073)",730349,,169000,
ND,North Dakota,02/01/2020,Y,U,Y,1912,,N/A,,1912,,2316,,98,,2414,,42563,,89991,,46.9048,-110.3261,"(46.9048, -110.3261)",87760,,2231,
VA,Virginia,01/01/2019,Y,U,Y,38235,Includes Renewals and/or Redeterminations,N/A,,38235,Includes Renewals and/or Redeterminations,29512,Includes Renewals and/or Redeterminations,856,Includes Renewals and/or Redeterminations,30368,Includes Renewals and/or Redeterminations,712386,,1237262,,35.7449,-86.7489,"(35.7449, -86.7489)",1095021,,142241,
FL,Florida,06/01/2019,N,P,N,267353,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,267353,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs,163446,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,18646,,182092,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,2447218,,3650441,,39.3498,-75.5148,"(39.3498, -75.5148)",3412209,,238232,
GA,Georgia,03/01/2018,N,U,Y,49146,,N/A,,49146,,36828,,1220,,38048,,1290229,,1876354,,27.8333,-81.717,"(27.8333, -81.717)",1668843,,207511,
KY,Kentucky,12/01/2019,Y,P,N,8638,,,,8638,,30332,,2132,,32464,,546166,,1288288,,38.5111,-96.8005,"(38.5111, -96.8005)",1195025,,93263,
MS,Mississippi,11/01/2019,N,P,N,15537,,N/A,,15537,,11038,,727,,11765,,412419,,607772,,38.4623,-92.302,"(38.4623, -92.302)",531528,,76244,
AZ,Arizona,09/01/2013,Y,U,Y,,,,,,,,,,,,,,,1201770,,14.2417,-170.7197,"(14.2417, -170.7197)",,,,
NH,New Hampshire,02/01/2019,Y,P,N,7106,,N/A,,7106,,4232,,416,,4648,,89277,,179504,,47.5362,-99.793,"(47.5362, -99.793)",164572,,14932,
OK,Oklahoma,08/01/2017,N,P,Y,54266,,N/A,,54266,,48313,,9380,,57693,,522262,,747582,,42.1497,-74.9384,"(42.1497, -74.9384)",630402,,117180,
IL,Illinois,09/01/2019,Y,U,Y,64450,,N/A,,64450,,27634,,9347,,36981,,1351037,,2842807,,44.2394,-114.5103,"(44.2394, -114.5103)",2570932,,271875,
PA,Pennsylvania,04/01/2019,Y,U,Y,95185,Includes Renewals and/or Redeterminations,N/A,,95185,Includes Renewals and/or Redeterminations,91606,Includes Renewals and/or Redeterminations,10861,,102467,Includes Renewals and/or Redeterminations,1400890,,2974264,,35.5376,-96.9247,"(35.5376, -96.9247)",2791293,,182971,
ME,Maine,07/01/2017,Y,P,N,1438,,N/A,,1438,,8978,,329,,9307,,112961,,234918,,39.0724,-76.7902,"(39.0724, -76.7902)",225459,,9459,
OK,Oklahoma,10/01/2018,N,U,Y,46695,Includes Renewals and/or Redeterminations,N/A,,46695,Includes Renewals and/or Redeterminations,43363,Includes Renewals and/or Redeterminations,8393,,51756,Includes Renewals and/or Redeterminations,516513,,737360,,42.1497,-74.9384,"(42.1497, -74.9384)",614873,,122487,
NY,New York,08/01/2018,Y,P,N,,,825077,,825077,,109268,,7780,,117048,,2459804,Includes Retroactive Enrollments,6147646,Includes Retroactive Enrollments,34.8375,-106.2371,"(34.8375, -106.2371)",5594399,Includes Retroactive Enrollments,553247,
UT,Utah,08/01/2018,N,P,N,24903,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",N/A,,24903,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",43994,Includes CHIP,,,43994,,200616,,293370,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44.2853,-99.4632,"(44.2853, -99.4632)",248826,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44544,
NM,New Mexico,08/01/2019,Y,U,Y,13246,,N/A,,13246,,20929,,2060,,22989,,329326,Includes Limited-Benefit Enrollees,732432,Includes Limited-Benefit Enrollees,43.4108,-71.5653,"(43.4108, -71.5653)",695210,Includes Limited-Benefit Enrollees,37222,
ND,North Dakota,04/01/2018,Y,P,Y,1940,,N/A,,1940,,2101,,51,,2152,,44445,,94871,,46.9048,-110.3261,"(46.9048, -110.3261)",92804,,2067,
WI,Wisconsin,03/01/2019,N,U,Y,23804,Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,23804,Does Not Include All Applications for Limited-Benefit Programs,17498,"Count is of Households, Not Individuals",1055,,18553,,502469,,1028591,,37.768,-78.2057,"(37.768, -78.2057)",961553,,67038,
